,text_data,sentiment,label
4051,"saya sudah beberapa kali menggunakan premium tetapi baru kali ini ada masalah, spotify saya sudah premium namun lagu yg saya download tidak dapat dimainkan secara offline, mohon dibantu rugi saja saya premiun kalo gitu",0,Negative
4052,"kecewa gwa dh nyoba nyoba ternyata sehari ada batas waktu dengarnya pas sudah selesai batasnya kita gak bisa skip spuasnya Ama milih lagu lagi ini nganggu bet si iklan aja dh nganggu apalagi kalo dengarnya dibatasi gini mending make youtube music udah gaperlu shuffle ada MV kekurangannya musik latar belakangnya harus premium ,nah ini aplikasi kalau udah masuk batas waktu lagu yg kaga ada di playlist pun ikutan dimasukin,kalau fitur batas ni masih dipertahanin mending ganti youtube music saran gw",0,Negative
4053,"Aplikasi ini sudah bagus,tapi kenapa harus ditingkatkan ke premium dulu baru bisa puas milih musik nya .",0,Negative
4054,Dulu udah bagus bisa pilih lagu sepuasnya kecewa sih sekarang harus premium dulu apalagi premium nya gk permanent,0,Negative
4055,"Apk gak dibuka 3 hari udah error. Disuruh login lagi. Udah gitu cuma keluar "" ada masalah "" "" coba lagi "" apaan coba. Padahal mau upgrade akun premium, karena suaranya lebih enak daripada sebelah. Jadi ragu mau upgrade.",0,Negative
4056,"Tiap mau perpanjang pembayaran gagal mulu, coba lagi coba lagi, padahal signal baik pulsa ada. 😑",0,Negative
4057,"overall aplikasinya udah bagus, akunku juga rajin premium tiap bulan tapi kenapa fitur translate lagu hilang ya? padahal fiturnya termasuk berguna. terus kadang kalau premium aplikasi enggak langsung masuk harus logout-login beberapa kali sampai harus hapus aplikasi buat memuat fitur premium nya",0,Negative
4058,"overall aplikasinya udah bagus, akunku juga rajin premium tiap bulan tapi kenapa fitur translate lagu hilang ya? padahal fiturnya termasuk berguna. terus kadang kalau premium aplikasi enggak langsung masuk harus logout-login beberapa kali sampai harus hapus aplikasi buat memuat fitur premium nya",0,Negative
4059,Ada sedikit iklan dan aku pengen lagu yg disukai itu beruntun kebawah yg udah di sukai bukan acak ini malah acak jadi semoga di buat beruntun sama yg disukai.,0,Negative
4060,"Saya sangat suka sekali mendengarkan lagu² yang ada di spotify tidak banyak iklan juga ,.. yang premium bisa mendengarkan sepuasnya harga terjamin dan , dan podcast nya juga seru semua ,terima kasih spotify 👍🏻👍🏻😀😀🥰",1,Positive
4061,Fiturnya semakin oke dan tanpa memakai paket premium kita tetap bisa memilih lagu yang ingin diputar.. Untuk koleksi lagu juga sangat update,1,Positive
4062,Maf tpi bisa ga ya iklanya di ilangin pasti klo dengerin lagu tau tau nya iklan terus iklan nya ga berenti berenti,0,Negative
4063,"Development, kenapa kan saya baru download aplikasi spotify nya, trs pas saya buka aplikasi nya kan suruh milih buat masuk lewat akun apa yaudh setelah saya pilih akun pas masuk nyari lagu, sama pas lagi mau nyetel , kan saya milih lagu Yang berjudul : ""MUAK"", Trs pas disetel lagunya kok bukannya yg kesetel lagu ""MUAK"" Malah yang kesetel lagu yang lain sih gk sesuai dengan yang aku pilih dan yang aku setel? Ini kenapa ya tolong diperbaiki secepatnya ya agar bisa saya jadikan langganan lagu! ...",0,Negative
4064,"Bagus sih ini aplikasinya menurut gw semua lagu yg gw cari ada, tapi ini tergantung menurut kalian bagus atau tidaknya kalau menurut aku sih gitu 🙃🙃",1,Positive
4065,"banyak bug,mutar lagu gk bsa sesuka hati,mau buat premium gagal trs gatau knapa pdhal pket bnyak,jaringan bgus kalau gk bsa di benerin mnding di hpus aja apliksi nya",0,Negative
4066,Setiap mau pembayaran bulanan selalu gagal. Padahal koneksi bagus² aja. Tolong diperhatikan lagi buat yg premium agar lebih mudah dalam pembayarannya.,0,Negative
4067,"dulu kalau tidak premium masih bisa memilih lagu, sekarang tidak!! ditambah lagi tidak ada liriknya.",0,Negative
4068,"dulu kalau tidak premium masih bisa memilih lagu, sekarang tidak!! ditambah lagi tidak ada liriknya.",0,Negative
4069,gatau deh berasa nyesel aja gue update Spotify. fitur liriknya emang ilang apa harus premium? ah elah kecewa sih kalau gitu.,0,Negative
4070,"makin nurun ya kualitasnya? sebelum ini masi baik"" aja muter spotify, tapi makin update makin lowerrate. karena apa, banyak sebab-menyebabnya. pertama, susah puter lagu padahal sinyal udah bagus, kuota aman, and ga lag juga hp-nya. cuma bisa puter bbrp lagu aja. kedua, gabisa offline. apa-apa premium. iya tau btuh duit tp tolonglah bisain download lagu, 1-25 an aja. ketiga, iklan-nya terlalu banyak! lama juga. ini bukannya dgr lagu malah dgr in iklan nonstop wkwk. smoga di read developer nya ya.",0,Negative
4071,"Kenapa ya mau dengerin lagu favorit tapi ke skip Mulu pas iklan ada iklan?, contoh nya gw mau denger happier than ever Billie eilish, tapi keskip pacify her Melanie Martinez dari 3 lagu yang ke skip tiba tiba. Kalo yg ga paham jadi gini loh, jadi kan gw nyetel 1 lagu yak, trus ada iklan nih, pas iklan nya udh habis, tiba tiba ngeskip ke lagu yang ke 5, lah 3 lagu itu knp ya di skip??, Bingung sama sportify mau dengerin 1 lagu malah ke skip 3 lagu, mana lagu favorit lagi 😭... Capeee 🥲",0,Negative
4072,"Kenapa ya mau dengerin lagu favorit tapi ke skip Mulu pas iklan ada iklan?, contoh nya gw mau denger happier than ever Billie eilish, tapi keskip pacify her Melanie Martinez dari 3 lagu yang ke skip tiba tiba. Kalo yg ga paham jadi gini loh, jadi kan gw nyetel 1 lagu yak, trus ada iklan nih, pas iklan nya udh habis, tiba tiba ngeskip ke lagu yang ke 5, lah 3 lagu itu knp ya di skip??, Bingung sama sportify mau dengerin 1 lagu malah ke skip 3 lagu, mana lagu favorit lagi 😭... Capeee 🥲",0,Negative
4073,"kecewa. lebih bagus Spotify yang dulu, dimana kalo mau putar lagu bebas tanpa ada limit. sekarang apa apa harus premium",0,Negative
4074,"gabisa milih lagu pedahal dulu bisa, banyak iklan tapi ga permasalahin itu. cuma kecewa aja gabisa milih lagu lagi wkwk ++ maksa bgt harus prem kesannya",0,Negative
4075,"gabisa milih lagu pedahal dulu bisa, banyak iklan tapi ga permasalahin itu. cuma kecewa aja gabisa milih lagu lagi wkwk ++ maksa bgt harus prem kesannya",0,Negative
4076,Apaan ini aplikasi Kalo mau milih lagu yang kita pilih Harus di potong lagu lain dulu Giliran di skip cuma batas 6 kali,0,Negative
4077,"kenapa setiap aku pengen lihat spotify wrapped selalu ada notifikasi ""spotify telah berhenti"" terus langsung keluar dari aplikasi? tolong diperbaiki bugnya",0,Negative
4078,"Terlalu banyak aturan untuk pengguna pket free Sy tidak bisa mendengar lagu pilihan saya,jadi untuk apa saya menggunakanya Ini sangat tidak logis",0,Negative
4079,"Saya kasih bintang satu karena di itunya ada tulisan lyrics tp pas di putar lagunya di scroll sampai bawah tidak ada lyricsnya. Sepertinya eror, saya tanya beberapa teman saya yang sesama pengguna Spotify mereka bilang seperti eror. Dan coba cari cara di internet katanya belum update. Padahal sudah. Mohon di beri tau ini Spotify saya kenapa",0,Negative
4080,"kenapa tbtb harus prem dulu buat pilih lagu? mana liriknya diilangin juga lagi. sama aja kayak apk sebelah inima, padahal spotify yang kemarin-kemarin udah bagus walau iklannya agak nyebelin 😮‍💨",0,Negative
4081,Apk yg selalu di pake setiap saat mau lagi ngegame gabut beresin rumah dan kalo mau ngesad juga bisa nemenin waktu aku biar g sunyi² amat pokoknya the best kalo mau dengar lagu yg langka atau hits bisa di sini rekomendasi in banget sih👍,1,Positive
4082,"Maaf saya kasih bintang satu karna,kemarin saya hapus aplikasi spotify karna harus bayar premium, nah saya coba download lagi apk sfotifynya, eh malah jadi jelek, liriknya gaada, mohon untuk pihak developer mohon diperbaiki lagi",0,Negative
4083,"Kebanyakan iklan, dan udh payah ada premium segala. Maunya klu udh pkai paket data, jgn lagi ada iklan2, ditambah iklannya ngak bisa di skip. Jadi males sma apl ini.. Auto uninstall",0,Negative
4084,Tapi kalo pake data enggak bisa harus pake WiFi kalo pake data tulisan nya anda. Sedang offline padahal ada kuota,0,Negative
4085,"Apk nya sihh bagus tp banyak bgt iklan yg premium aj tetap ad aj iklan jd sma doank, tp gpp kok apk ini agak sedikit lumayan sih",0,Negative
4086,"Bagus sih,cuman kolo kita kebanyakan pence T lagu nanti bakal munul tulisan harus bayar gt,jadi rada kesel juga,ga bisa ke dlu lagi",0,Negative
4087,"Maaf ya untuk para tim Spotify... Sumpah dulu Ga premium asik.. , setelah ada premium kok jadi pelit banget ya..? Dulu sih memang ada premium tapi kan masih bisa muter lagu sesuka hati sekarang kalau mau sesuka hati kok harus premium ya...Terus sekarang fitur lirik kok ga ada lagi ya.. sumpah.. lebih suka Spotify duluu..",0,Negative
4088,"Kok saya tidak bisa mendengarkan lagu akhir-akhir ini padahal wifi bagus,tapi malah ada tulisan coba lagi ini gmn ya?",0,Negative
4089,"Kok saya tidak bisa mendengarkan lagu akhir-akhir ini padahal wifi bagus,tapi malah ada tulisan coba lagi ini gmn ya?",0,Negative
4090,Di sini enak bgt dengar lagu nya semua Nya ada sampai lagu yg lagi trend di tiktok pun juga ada pokok nya bagus Spotify nya kukasih bintang 5 aja karena bagus wkwkkwwk,1,Positive
4091,APK sampah. Ga semua lagu ada. Mana iklan mulu blok. Yg ga disukai malah masuk lagu disukai anehh,0,Negative
4092,APK sampah. Ga semua lagu ada. Mana iklan mulu blok. Yg ga disukai malah masuk lagu disukai anehh,0,Negative
4093,"Mengapa Spotify kali ini tidak bisa memilih lagu secara langsung? Saat saya memencet lagu yang ingin saya putar.. pasti muncul Keterangan kira-kira seperti ini ""Pilih lagu untuk diputar lagi besok Dapatkan Premium untuk memutar lagu apa saja, kapan saja. Jelajahi Premium"" Karena keterangan itu , saya tidak bisa memutar lagu lagi.. apakah Spotify tidak lagi gratis dan kami harus menjadi premium?😔",0,Negative
4094,sangat memuaskan! saya beralih ke spotify karena di aplikasi sebelah tiap putar lagu selalu putar lagu random terlebih dahulu. sayangnya harus menjadi premium dahulu agar bisa memutar lagu secara offline.,0,Negative
4095,"Hmmm aplikasi nya bagus bangettt, aplikasi Ter fav kalo denger lagu, tapi sayangnya sekarang malah harus premium dulu, terus juga ga bisa skip, kayak apk sebelah, trs juga iklan yg suka muncul ditengah tengah, dan harus nunggu 6 jam? Knp ga di kaya in dulu aja? Dulu lebih enak😔😔😔",0,Negative
4096,"Hmmm aplikasi nya bagus bangettt, aplikasi Ter fav kalo denger lagu, tapi sayangnya sekarang malah harus premium dulu, terus juga ga bisa skip, kayak apk sebelah, trs juga iklan yg suka muncul ditengah tengah, dan harus nunggu 6 jam? Knp ga di kaya in dulu aja? Dulu lebih enak😔😔😔",0,Negative
4097,"Hallo Spotify saya disini mau memberikan keluh kesah saya terhadap Spotify ..kenapa setiap kali mau login Suka eror dan ada kata ""ada yang salah coba lagi nanti"" padahal sinyal saya bagus, terus saya juga udah coba login pake beberpa akun sosmed tetap tidak bisa🙏mohon gimana cara mengatasi nya",0,Negative
4098,"Saya kasih ratting 5 bukan sebab bagus tapi saya ingin spotify berubah, supaya semua lagu boleh dimainin secara percuma dan tidak perlu bayar. Terima kasih😀😀",1,Positive
4099,"Ya semuanya sih ngga apa² tapi iklannya yg ngeselin. Aku sih ngga peduli sama iklannya tapi iklannya itu KERAS BANGET. Setiap kali aku pake earphone dan ada iklan, meskipun aku sudah merendahkan volume nya tetaplah iklannya sangat keras. Kuping saya jadi sakit. Saya juga jadi kaget karena lagu² di playlist saya biasanya yg rendah suaranya dan tenang.",0,Negative
4100,Semenjak sering di update...terlalu banyak iklan...2 lagu 3 lagu pasti iklan...beda jauh sama versi lama....lagu juga sering berhenti dengan sendirinya...tolang perbaiki lebih baik lagi...,0,Negative
4101,Semenjak sering di update...terlalu banyak iklan...2 lagu 3 lagu pasti iklan...beda jauh sama versi lama....lagu juga sering berhenti dengan sendirinya...tolang perbaiki lebih baik lagi...,0,Negative
4102,Bagus secara visual nya.. Cuma iklan e cpt.. Baru putar 2 lagu udah masuk 3 iklan.,1,Positive
4103,Fitur putar ulang minimal jgn di hilangkan. Dan misal kl mau lompat part lirik juga bisa jgn dihilangkan fitur itu😭 masa harus premium dlu pdhl itu sepele loh biar nyaman dan enak aja dengernya. Feel ny jg biar dapet,0,Negative
4104,Dah lah banyak bug dari login pake data aja gak muncul giliran di matiin data baru muncul gajelas emang sekarang sportify bug banyak bngtttttt tolong lah buat delover benerin bug nya masa pake WiFi atau data pas masuk gak muncul apa apa,0,Negative
4105,"Enak banget buat dengerin novel serius! Lagunya juga lengkap. Wajar karena aplikasi ini mempunyai iklan jika tidak ingin banyak iklan silahkan beli Spotify Premium, jika tidak mempunyai uang yaudah gitu aja terus ada iklan. Sekian dari pacar Jaehyun (´｡•ㅅ•｡`)",1,Positive
4106,"Enak banget buat dengerin novel serius! Lagunya juga lengkap. Wajar karena aplikasi ini mempunyai iklan jika tidak ingin banyak iklan silahkan beli Spotify Premium, jika tidak mempunyai uang yaudah gitu aja terus ada iklan. Sekian dari pacar Jaehyun (´｡•ㅅ•｡`)",1,Positive
4107,"Untuk free sekarang udah banyak peningkatan. Puter lagu dari artis bisa dari bagian Populer. Skip lagu juga sekarang bukan cuma 6 kali perjam, tapi tanpa batas. Masalahnya, di aku lirik nggak muncul, even lagu populer yang seharusnya ada liriknya pun di aku nggak ada. Padahal udah di-update.",0,Negative
4108,"Sekarang setiap lagu ada iklan nya, mana iklan podcast hantu lagi.. seperti lagi enak² dengerin lagu tau² ada ""di tengah malam dia memelototimu"" kan jantung gwe jdi copot",0,Negative
4109,Spotify Lo pilih kasih antara fitur iOS dan fitur Android kok beda?? Padahal sama2 premium. Sampah!,0,Negative
4110,Spotify Lo pilih kasih antara fitur iOS dan fitur Android kok beda?? Padahal sama2 premium. Sampah!,0,Negative
4111,"Mengapa saat ingin klaim hadiah selalu muncul ""tidak dapat menghubung, periksa pengaturanmu dan coba lagi nanti"" padahal jaringan bagus",0,Negative
4112,"Udh bgus,cmn kurang pas buka apk lain kayak YouTube,pas main game buka apk lain,lagu dispotify suka kecil sendiri,bisa diperbaiki biar volume gak turun sendri pas buka apk lain.",0,Negative
4113,Tolong kurangin iklan karna itu sangat menggangu bisa tolong di kurangin gk sih iklannya menurut ku ya untuk developer tercinta itu iklan di kurangi aja demi kesejahteraan bersama,0,Negative
4114,Kata aku Spotify tuh udah bagus udah Banyak lagunya tapi yang bikin aku kesel iyalah disuruh bayar bukannya gk mampu tapi ngapain bayar² mahal ² hanya untuk lagu..,0,Negative
4115,"Spotify lu knpppp sih keluar Mulu, lagunya mati Mulu padahal aku dah premium lohh!???? udah aku update jugak!!! kirain gitu karna belom di update, ternyata emang seburuk itu Spotify sekarang, tolong dong kami gak nyaman nih begini, pdhl sudah premium, buat nyaman donggg dengan fitur terbaik nya.",0,Negative
4116,"Spotify lu knpppp sih keluar Mulu, lagunya mati Mulu padahal aku dah premium lohh!???? udah aku update jugak!!! kirain gitu karna belom di update, ternyata emang seburuk itu Spotify sekarang, tolong dong kami gak nyaman nih begini, pdhl sudah premium, buat nyaman donggg dengan fitur terbaik nya.",0,Negative
4117,"spotify bagus tapi kok ngelunjak gilaaa... kan awalnya bisa pilih lagu, meski kita gak premium, nah kok sekarng gak bisa gilaa... kalau gak dipulihin lanjut jadi bintang 1 aja lah... kita semuanya nunggu updetan selanjutnya yang mulihin seperti semula, kalau di update selanjutnya masih begini, sepakat kasih bintang 1 aja lahh ok gak ada perubahan bintang 1",0,Negative
4118,"spotify bagus tapi kok ngelunjak gilaaa... kan awalnya bisa pilih lagu, meski kita gak premium, nah kok sekarng gak bisa gilaa... kalau gak dipulihin lanjut jadi bintang 1 aja lah... kita semuanya nunggu updetan selanjutnya yang mulihin seperti semula, kalau di update selanjutnya masih begini, sepakat kasih bintang 1 aja lahh ok gak ada perubahan bintang 1",0,Negative
4119,"Spotify ini sebenarnya udah bagus TAPII, Tolong kembalikan spotify seperti dulu, bisa memilih lagu yang ingin di dengar tanpa dibatasi. Aku sih ga terlalu mempermasalahkan iklan nya ya, soalnya aku memang bukan pengguna premium. Tapi tolonglah Spotify, jangan batasi memilih musik yang aku mau, Dulu juga nggak kan, dulu ga di batasi. Tapi knp skrng jadi di batasi?",0,Negative
4120,"Aplikasi nya bagus, keren dan agak lengkap lagu"" nya, tapi ada satu yang bikin saya agak terganggu, biasanya kan kalo premium saya habis bakalan ada iklan ni kan, tolong dong iklannya sebelum muncul di kasi aba"" dulu, biasanya sebelum tidur saya denger lagu volumenya gede, jadi kalo ada iklan saya kaget langsung reflek pekak telinga saya nanti, tolong ya ngakak banget pliss kalo udah kaget 😭😭😭🙏🏻🙏🏻",0,Negative
4121,"Aplikasi nya bagus, keren dan agak lengkap lagu"" nya, tapi ada satu yang bikin saya agak terganggu, biasanya kan kalo premium saya habis bakalan ada iklan ni kan, tolong dong iklannya sebelum muncul di kasi aba"" dulu, biasanya sebelum tidur saya denger lagu volumenya gede, jadi kalo ada iklan saya kaget langsung reflek pekak telinga saya nanti, tolong ya ngakak banget pliss kalo udah kaget 😭😭😭🙏🏻🙏🏻",0,Negative
4122,"Saya kecewa dengan sepotify sekarang .makin banyak iklan masak dengerin 1 ata2 lagu terus jeda iklan terus, bikin gak enak dengerin lagu nya..",0,Negative
4123,"Selama aku download ampe skrg enak bgt semua lagu itu ada dan gd minus nya inti nya spotify itu udh good job bgt, thank u spotify",1,Positive
4124,"Aplikasi bagus iklan ga masalah asalkan tunggu 5/6 lagu baru iklan,namnya juga tidak premium🙂",0,Negative
4125,"jujur, dari dulu gapernah ada issue, gatau kenapa tiba tiba spotify sekarang harus pake premium dulu buat dengerin lagu apa aja, padahal beberapa jam yang lalu engga samsek",0,Negative
4126,"aplikasinya bagus, bisa naikin mood juga...tapi kadang ad nya suka triple (saya menggunakan yg gratis), udah gitu 1 iklan 30 sec durasinya wkwkw....tolong ya Spotify utk memperbarui lagi iklannya (maksimal double ad)... ty~ ;)",0,Negative
4127,Please jangan pake premium klo mau dengerin lagu apa aja masa pake batas tolong saya juga ingin mendengar musik masa pake premium baru bisa tolong di hapus jangan pake premium saya sangat kecewa tolong jika anda membaca ini tolong jangan seperti ini klo cari duit ga kayak gini juga,0,Negative
4128,"woi jangan iklanin banyak bgt lah, trs masa mw denger lagu lagi harus nunda besok sih. Dislike bgt. Kalo iklan sih gpp, tapi kalo yg harus nunggu besok? Sumpah risih tau, ga semua bisa beli premium. Kasian yg mau galau, atau belajar, minimal kasih kebebasan lah, ga kaya dulu. Yang sekarang tambah buruk 😐",0,Negative
4129,"there's something wrong, udah buat playlist sendiri dan udah di publik tapi kenapa gak muncul? sekarang pun kalau mau dengerin musik dari playlist sendiri banyak iklannya bisa dua kali padahal musik baru satu. sekarang cuma bisa milih beberapa kali, just make this app more better",0,Negative
4130,"spotify seru bagtttt bgt malah tapi kok sekarang harus di premium dlu baru bisa milih lagu ya, terus juga iklan nya itu bener"" bnyk bgt bahkan 1 lagu itu sampe 3kli iklan tolong dong spotify kaya dlu lagi JUJUR GW KECEWA ANJER",0,Negative
4131,"mau milih lagu yang mau di-play gak bisa, harus premium. sekarang apa apa harus premium. udah gitu iklannya banyak bener. jadi gak nyaman kalo mau denger lagu.",0,Negative
4132,"Mimin, saya sudah premium tapi pas saya download lagu kok gaada liriknya nya ( offline ),,' Mimin saya cuman ingin pas download lagu buat offline, Adain lirik lagu nya,, nanti kalau sudah ada saya kasih bintang 5 dehh😉✨",1,Positive
4133,"Makin lama makin apa apa serba harus pake premium ya? Masa denger lagu yang pengen di denger harus premium dulu baru bisa milih lagu? Kalo yang di premium kan bebas iklan saya gamasalah, lha ini hal hal yang sebenernya gaperlu di pake premium ngapain? Lama lama bayar aja semua ni sekalian aplikasi nya haduhh",0,Negative
4134,"Ini Spotify saya kenapa ya? Kalau lagi ngedengerin lagu suka tiba-tiba berhenti, padahal pas di liat posisinya lagu nya masih on",0,Negative
4135,"kalo ga premium ga bisa dengerin sesuai urutan, padahal aku download sportify karna bisa di urutin sesuai keinginan. yang sekarang ga enak banget pokoknya, iklan makin banyak juga. sportify sekarang kayak bikin pengguna harus nya pake premium.",0,Negative
4136,"kalo ga premium ga bisa dengerin sesuai urutan, padahal aku download sportify karna bisa di urutin sesuai keinginan. yang sekarang ga enak banget pokoknya, iklan makin banyak juga. sportify sekarang kayak bikin pengguna harus nya pake premium.",0,Negative
4137,Lebih suka spotify yang dulu. Bebas muter lagu dari lagu apa aja. Sekarang sampah banget sih apa apa harus premium!,0,Negative
4138,"Kenapa sekarang jadi banyak banget buat nyuruh beli premium, ada batas pemutaran lagi, ngk semua orang mampu buat beli premium, yang gratis gratis aja lah, trus bisa dengerin kapan aja pagi siang sore malem, seharian, pliss lah ya, bikin gratis kek gitu, aku bokek loh",1,Positive
4139,Saya suka mendengar lagu di Spotify. Tetapi mengapa setiap lagu tidak ada lirik. Apa ini update barunya? Atau saya yang error.,0,Negative
4140,Saya suka mendengar lagu di Spotify. Tetapi mengapa setiap lagu tidak ada lirik. Apa ini update barunya? Atau saya yang error.,0,Negative
4141,"Bisa gasi fitur bebas milih lagunya tu adain aja gausa premium, ga adil gasi kalo kek gtu. Terserah dh mo iklan ato apa tapi biarin pendengar bebas milih lagu apa yg mereka mau. Kalo dari sudut pandang penyanyi fitur ini si ga adil. Maaf saya uninstall lebih baik pake apk sebelah yg bisa pilih musik sesuai keinginan kita meskipun lebih banyak iklan🙏",0,Negative
4142,Lagu nya sangat lengkap dan bagus bagus saya sangat suka saya kasih bintang lima pokok nya apk nya dah bagus dan lengkap buatt nemenin aku tidur soal nya kalo aku tidur gak pakek lagu agak kurang lengkap sudah cuma itu ulasan sya makan sih spotify,1,Positive
4143,"Iklan mulu perasaan dah, baru dengerin 1/2 lagu langsung iklan hadehh makin makin ni aplikasi waktunya nyari aplikasi musik yang lain inimah",0,Negative
4144,"hallo? sudah kurang lebih satu bulan, kenapa di lagu yang ada lyric nya tetap tidak ada lyricnya sama sekali dibawahnya?",0,Negative
4145,Bagus banget cuman banyak iklan terus harus bayar itu aja sih tapi gak papa kok nanti lebih di pertimbangkan lagi ya harganya soalnya harganya lumayan mahal,0,Negative
4146,Bagus banget cuman banyak iklan terus harus bayar itu aja sih tapi gak papa kok nanti lebih di pertimbangkan lagi ya harganya soalnya harganya lumayan mahal,0,Negative
4147,"bagus bngt si menurut sy, tp yg bikin menganggu kita walaupun ga beli spotyfy prem kita cm bisa milih/ganti beberapa lagu aja, ga seperti dulu kita bisa sesuka nya aja ngeganti lagu yg kita mau, dn ga ad iklan atw pun gabisa ngeganti karna harus beli prem dulu agar bisa ganti sesuka kita..,, dan beberapa bug juga, suka keganti/mati/pun patah patah sendiri gitu, tolonk donk update terbaru nya agar ga seperti ini, kami merasa terganggu akan adanya bug dan lain lain yg beberapa org mengalami...🤗,,",0,Negative
4148,Spotify yg bener ajaa kamuu:(( masaa mau mencet lagu buat ganti lagu kudu premium??? pelit banget:(((,0,Negative
4149,Aplikasi kenapa si harus premium dulu kalo beralih ke aplikasi lain lagunya pada ga lengkap. Di Spotify doang yg lengkap eh malah disuruh premium kebeli kuota aja udah syukur kenapa aplikasi ke Spotify dan Netflix gini y,0,Negative
4150,"LAGU NYA BAGUS-BAGUS SEMUAAA! aplikasi nya cocok banget buat yang suka dengerin lagu lagu,yang suka galau atau introvert juga cocok dengerin lagu di Spotify,POKOKNYA SPOTIFY TERBAIKK!",1,Positive
4151,"Bagus, karena kalo lagi galau dengerin spotify, dan kalo mau tidur dengerin lagu di sfotfy, mengisi kegabutan, dan gak kesepian juga",1,Positive
4152,"Bagus, karena kalo lagi galau dengerin spotify, dan kalo mau tidur dengerin lagu di sfotfy, mengisi kegabutan, dan gak kesepian juga",1,Positive
4153,"Bagus aja, tapi kadang kadang ada bug yang sering nganggu nikmatnya denger lagu, kalo boleh diperbaiki, nanti baru di bintang 5, maaf kalau tidak valid",0,Negative
4154,"Gaada lirik nya sumua ih! Saya kira ini cuma ngeleg 1 lagu, terus pertama, lagu yg ada tulisan lirik nya, eh pas di setel malah gaada lirik nya, terus berlanjut ke semua lagu gaada lirik nya. Apakah ini bersangkutan dengan harus membayar, soal nya saudara saya sudah lama pakai spotify dan lirik nya tetep ada walaupun gak bayar. Saya gak pake paket premium, tapi saya lebih suka spotify yg lama! , tolong ya,spotify yg sekarang sangat beda dengan yg dulu.",0,Negative
4155,"Gaada lirik nya sumua ih! Saya kira ini cuma ngeleg 1 lagu, terus pertama, lagu yg ada tulisan lirik nya, eh pas di setel malah gaada lirik nya, terus berlanjut ke semua lagu gaada lirik nya. Apakah ini bersangkutan dengan harus membayar, soal nya saudara saya sudah lama pakai spotify dan lirik nya tetep ada walaupun gak bayar. Saya gak pake paket premium, tapi saya lebih suka spotify yg lama! , tolong ya,spotify yg sekarang sangat beda dengan yg dulu.",0,Negative
4156,"Musiknya semua udah bagus cuman kalo gw lagi dengerin lagunya tiba², lagunya mati sendiri dan kalo gw putar suka tbtb berubah kalo ad salah kata mohon maaf (◞‸◟ㆀ)",0,Negative
4157,"Iklan nya banyak banget gak ngotak, bagus sih cuman itu. Kaya semisal gw nyetel playlist itu pasti 1 lagu abis iklan jadi setiap 1 lagu selalu iklan kaya?? Oilahh kalo kaya gtu mending iklan nya 5 detik gtu gek lah ini 30 detik 2 lagi iklannya jadi gak mood. Iya sih kita harus Premium biar gak iklan. Tapi Prem sayang duit, gw juga denger lagu jarang",0,Negative
4158,"Kok sekarang spotify jadi beda ya yg awalnya kita bisa dengar lagu sampai akhir ini kok gak bisa ya cuma bisa setengah kek diberi contoh, malah gak asik sekarang terus kalo denger lagu jdi berurutan yang tadinya bisa dipilih bebas sama kita itu malah gak bisa tolong diperbaiki dengan baik😑👌, jangan sampai terulang lagi saya cape mengulang keluar akun agar bisa benar sendiri ternyata masih tidak bisa tolong diperbaiki dengan baik ya. THANKYOU 🙏🙏",0,Negative
4159,"bagus banget sih menurut saya, meskipun saya bukan user premium yang sering mendapatkan iklan, menurut saya aplikasinya enak di gunakan, design aplikasinya tertata rapih dan memudahkan pengguna",1,Positive
4160,"masa jadi ga bisa di setel lagu apa yg kita mau? pdhl dlu bisa2 aja walaupun nanti setelahnya bakalan di acak, kyk gini lbh baik drpd yg sekarang. tolong ubah seperti dlu lagi, saya jadi malas mau mendengarkan lagu di Spotify.",0,Negative
4161,"Spotify bagus banget sih,bisa bantu saya mendengarkan músic sambil belajar juga Kadan"" untuk rilex mana ada lírik nya lagi,mantap deh",1,Positive
4162,"Ini fiturnya gimna sih, di perbaharui malah jadi aneh, mau dengerin lagu apa yg di puter lagu apa",0,Negative
4163,"Aku mencet lagu ini yang muter lagi lain,ini gimana sih??aku dengerin lagu terus ganti lagu lain malah disuruh premium gimana sih??!!,ga jelas!!!",0,Negative
4164,Apk ga jelas udah iklan kayak maksa premium. Malah di parahin lagi gabisa pilih lagu kayak dulu saya tau kalau butuh uang tapi jangan gitu juga,0,Negative
4165,Lagi mikir kok liriknya ga muncul.. oh gitu ya sekarang ya kalo ga premium :') mau ngulang lagi yang sama dengerin iklan dulu.. sedih,0,Negative
4166,"Bagus, tapi bagi saya lebih bagus yang dulu, memutar lagu sepuasnya dan lainnya, walau dulu belum ada lebih banyak lagu, tapi menurut saya lebih bagus begitu.. saya lebih pilih spotify yang dulu daripada sekarang.. sekarang seperti memaksa untuk membeli fitur premium.. saya pelajar tidak punya cukup uang.. apakah tidak bisa dikembalikan seperti dulu.. :)",0,Negative
4167,"Bagus, tapi bagi saya lebih bagus yang dulu, memutar lagu sepuasnya dan lainnya, walau dulu belum ada lebih banyak lagu, tapi menurut saya lebih bagus begitu.. saya lebih pilih spotify yang dulu daripada sekarang.. sekarang seperti memaksa untuk membeli fitur premium.. saya pelajar tidak punya cukup uang.. apakah tidak bisa dikembalikan seperti dulu.. :)",0,Negative
